"195","3C0","Annobon I.","AF","1.30N","5.36E","36","52","A","11-15-45","3C0","",""
"291","W","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","A/0","USA0","NA","44.89N","100.88W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","A/1","USA1","NA","43.7N","71.33W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","A/2","USA2","NA","43.0N","76.5W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","A/3","USA3","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","A/4","USA4","NA","34.0N","81.79W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","A/5","USA5","NA","32.5N","98.8W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","A/6","USA6","NA","37.4N","120.55W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","A/7","USA7","NA","43.0N","114.95W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","A/8","USA8","NA","43.7N","84.9W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","A/9","USA9","NA","40.88N","89.71W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AA","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AH","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AF","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AD","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AE","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AC","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AJ","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AG","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AI","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AB","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","AK","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"023","2","Blenheim Reef","AF","5.70S","72.00E","39","41","D","06-30-75","1/BR,2","",""
"227","F","France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"227","TM","France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"227","TO","France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"227","TV","France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"227","TH,"France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"227","HW","France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"227","TX","France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"227","HX","France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"227","TW","France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"227","TP","France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"227","TQ","France","EU","48.48N","2.18E","14","27","A","11-15-45","F,TO,TV,HW,TX,TH,HX,HY,TW,TM,TP,TQ","",""
"093","3","Geyser Reef","AF","12.00S","46.50E","39","53","D","02-28-78","1/GR,3","",""
"111","VK0","Heard I.","AF","53.00S","73.24E","39","68","A","11-15-45","VK0HI,VK0IR","",""
"050","X","Mexico","NA","19.40N","99.42W","6","10","A","11-15-45","XE,XF,4A,4B,4C,6D,6E,6F,6G,6H,6I,6J,XB,XA,XC,XD,XG,XH,XI","",""
"223","G","England","EU","51.30N","0.06W","14","27","A","11-15-45","G,GX,M,MX,2E,GB","",""
"223","M","England","EU","51.30N","0.06W","14","27","A","11-15-45","G,GX,M,MX,2E,GB","",""
"339","J","Japan","AS","35.42N","139.48E","25","45","A","11-15-45","J,7J,8J,KA2EX,7L,7N,7K,7M,8K,8L,8M,8N","",""
"318","B","China","AS","29.48N","106.30E","24","33","A","11-15-45","BT,XS,3H,3I,3J,3K,3L,3M,3N,3O,3P,3Q,3R,3S,3T,3U","",""
"002","4","Abu Ail Is.","AF","14.06N","42.48E","21","39","D","03-31-91","A1,4","",""
"248","I","Italy","EU","41.54N","12.30E","15","28","A","11-15-45","I,IT","",""
"054","R","Russia-European","EU","60.00N","30.00E","16","19","A","11-15-45","UA,U,R,4K0 < 12-31-93,4K3 < 12-31-93,EK,EM,EN,EO,ER < 06-30-93,EU,EV,EW,EX,EY,EZ,4L < 03-01-93,US1 < 03-31-93,UN1 < 02-28-93,RC > 01-01-94,RD > 01-01-94,RF > 01-01-94,RG > 01-01-94,RH > 01-01-94,RI > 01-01-94,RJ > 01-01-94,RM > 01-01-94,RO > 01-01-94,RL > 01-01-94,UB > 01-01-94,UF > 01-01-94,UC > 07-01-94,UD > 07-01-94,UG > 07-01-94,UH > 07-01-94,UI > 06-01-95,4J3P > 12-19-95","",""
"054","U","Russia-European","EU","60.00N","30.00E","16","19","A","11-15-45","UA,U,R,4K0 < 12-31-93,4K3 < 12-31-93,EK,EM,EN,EO,ER < 06-30-93,EU,EV,EW,EX,EY,EZ,4L < 03-01-93,US1 < 03-31-93,UN1 < 02-28-93,RC > 01-01-94,RD > 01-01-94,RF > 01-01-94,RG > 01-01-94,RH > 01-01-94,RI > 01-01-94,RJ > 01-01-94,RM > 01-01-94,RO > 01-01-94,RL > 01-01-94,UB > 01-01-94,UF > 01-01-94,UC > 07-01-94,UD > 07-01-94,UG > 07-01-94,UH > 07-01-94,UI > 06-01-95,4J3P > 12-19-95","",""
"230","Y","Germany","EU","51.41N","11.83E","14","28","D","10-30-90","Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y0,DM,DT","",""
"001","C/1","Nova Scotia","NA","44.54N","63.06W","5","2","A","11-15-45","VE,VA,VB,VC,VD,VF,VG,XN,XL,VY,VX,CY,VO,CF,CG,CH,CI,CZ,XO,CJ,XJ,XK,XM,CK","",""
"001","C/2","Quebec","NA","52.54N","73.06W","5","2","A","11-15-45","VE,VA,VB,VC,VD,VF,VG,XN,XL,VY,VX,CY,VO,CF,CG,CH,CI,CZ,XO,CJ,XJ,XK,XM,CK","",""
"001","C/3","Ontario","NA","51.54N","87.06W","5","2","A","11-15-45","VE,VA,VB,VC,VD,VF,VG,XN,XL,VY,VX,CY,VO,CF,CG,CH,CI,CZ,XO,CJ,XJ,XK,XM,CK","",""
"001","C/4","Manitoba","NA","55.54N","96.06W","5","2","A","11-15-45","VE,VA,VB,VC,VD,VF,VG,XN,XL,VY,VX,CY,VO,CF,CG,CH,CI,CZ,XO,CJ,XJ,XK,XM,CK","",""
"001","C/5","Saskatchewan","NA","54.54N","105.06W","5","2","A","11-15-45","VE,VA,VB,VC,VD,VF,VG,XN,XL,VY,VX,CY,VO,CF,CG,CH,CI,CZ,XO,CJ,XJ,XK,XM,CK","",""
"001","C/6","Alberta","NA","53.54N","114.06W","5","2","A","11-15-45","VE,VA,VB,VC,VD,VF,VG,XN,XL,VY,VX,CY,VO,CF,CG,CH,CI,CZ,XO,CJ,XJ,XK,XM,CK","",""
"001","C/7","British Col.","NA","54.54N","124.06W","5","2","A","11-15-45","VE,VA,VB,VC,VD,VF,VG,XN,XL,VY,VX,CY,VO,CF,CG,CH,CI,CZ,XO,CJ,XJ,XK,XM,CK","",""
"001","C/8","NW Ter.","NA","63.54N","119.06W","5","2","A","11-15-45","VE,VA,VB,VC,VD,VF,VG,XN,XL,VY,VX,CY,VO,CF,CG,CH,CI,CZ,XO,CJ,XJ,XK,XM,CK","",""
"001","C/9","NB","NA","46.54N","66.06W","5","2","A","11-15-45","VE,VA,VB,VC,VD,VF,VG,XN,XL,VY,VX,CY,VO,CF,CG,CH,CI,CZ,XO,CJ,XJ,XK,XM,CK","",""
"522","Z6","Kosovo","EU","42.57N","20.93E","5","2","A","11-15-45","","",""

